,title,date,uploader,script
29,2020학년도 하반기 포항시장학회 장학생 선발 안내, 2020년 9월 3일,장학팀,"
<p class=""HStyle21""><strong>1. 신청자격(공통)<span class=""hnc_page_break""> </span></strong>
<p class=""HStyle21""> 가. 본인 또는 보호자가 선발 공고일 현재 1년 이상 계속하여 포항시에 주민등록이 되어 있는 학생<span class=""hnc_page_break""> </span>
<p class=""HStyle21""> 나. 2020년도 2학기 한국장학재단 학자금 지원구간 통지를 받은 학생<span class=""hnc_page_break""> </span>
<p class=""HStyle21""><strong><span class=""hnc_page_break""> </span></strong>
<p class=""HStyle21""><strong>2. 세부내용<span class=""hnc_page_break""> </span></strong>
<table border=""1"" cellpadding=""0"" cellspacing=""0"">
<tbody>
<tr>
<td style=""text-align: center;width: 83px"" valign=""middle"">
<p class=""HStyle21""><strong>장학금명<span class=""hnc_page_break""> </span></strong>
</td>
<td style=""text-align: center;width: 92px"" valign=""middle"">
<p class=""HStyle21""><strong>선발인원<span class=""hnc_page_break""> </span></strong>
</td>
<td style=""text-align: center;width: 87px"" valign=""middle"">
<p class=""HStyle21""><strong>장학금액<span class=""hnc_page_break""> </span></strong>
</td>
<td style=""text-align: center;width: 300px"" valign=""middle"">
<p class=""HStyle21""><strong>신청요건<span class=""hnc_page_break""> </span></strong>
</td>
<td style=""text-align: center;width: 312px"" valign=""middle"">
<p class=""HStyle21""><strong>선발기준<span class=""hnc_page_break""> </span></strong>
</td>
<td style=""text-align: center;width: 90px"" valign=""middle"">
<p class=""HStyle21""><strong>비고<span class=""hnc_page_break""> </span></strong>
</td>
</tr>
<tr>
<td style=""text-align: center;width: 83px"" valign=""middle"">
<p class=""HStyle21"">인재육성<span class=""hnc_page_break""> </span>
</td>
<td style=""text-align: center;width: 92px"" valign=""middle"">
<p class=""HStyle21"">190명<span class=""hnc_page_break""> </span>
</td>
<td style=""text-align: center;width: 87px"" valign=""middle"">
<p class=""HStyle21"">200만원<span class=""hnc_page_break""> </span>
</td>
<td style=""width: 300px"" valign=""middle"">
<p class=""HStyle21""><span style=""font-size: 10pt"">-직전학기 성적 3.6/4.5 이상<span class=""hnc_page_break""> </span></span>
</td>
<td style=""width: 312px"" valign=""middle"">
<p class=""HStyle21""><span style=""font-size: 10pt"">-성적 30%+<span class=""hnc_page_break""> </span></span><span style=""font-size: 10pt"">한국장학재단 <span class=""hnc_page_break""> </span></span><span style=""font-size: 10pt"">학자금 지원구간<span class=""hnc_page_break""> </span></span><span style=""font-size: 10pt"">70%</span>
<p class=""HStyle21""><span style=""font-size: 10pt""> +가산점<span class=""hnc_page_break""> </span></span>
</td>
<td rowspan=""4"" style=""width: 90px"" valign=""middle"">
<p class=""HStyle21"" style=""text-align: center""><span style=""font-size: 10pt"">등록금 지원</span><span class=""hnc_page_break""> </span>
</td>
</tr>
<tr>
<td style=""text-align: center;width: 83px"" valign=""middle"">
<p class=""HStyle21"">다자녀<span class=""hnc_page_break""> </span>
</td>
<td style=""text-align: center;width: 92px"" valign=""middle"">
<p class=""HStyle21"">70명<span class=""hnc_page_break""> </span>
</td>
<td style=""text-align: center;width: 87px"" valign=""middle"">
<p class=""HStyle21"">200만원<span class=""hnc_page_break""> </span>
</td>
<td style=""width: 300px"" valign=""middle"">
<p class=""HStyle21""><span style=""font-size: 10pt"">-다자녀(3명 이상)가정의 자녀로 <span class=""hnc_page_break""> </span></span><span style=""font-size: 10pt"">직전학기</span>
<p class=""HStyle21""><span style=""font-size: 10pt""> 성적 3.6/4.5이상 <span class=""hnc_page_break""> </span></span>
</td>
<td style=""width: 312px"" valign=""middle"">
<p class=""HStyle21""><span style=""font-size: 10pt"">– 성적 30%+</span><span style=""font-size: 10pt"">한국장학재단 </span><span style=""font-size: 10pt"">학자금 지원구간</span><span style=""font-size: 10pt"">70%</span>
<p class=""HStyle21""><span style=""font-size: 10pt""> +가산점<span class=""hnc_page_break""> </span></span>
</td>
</tr>
<tr>
<td style=""text-align: center;width: 83px"" valign=""middle"">
<p class=""HStyle21"">문화⋅예술⋅기능 특기
</td>
<td style=""text-align: center;width: 92px"" valign=""middle"">
<p class=""HStyle21"">5명<span class=""hnc_page_break""> </span>
</td>
<td style=""text-align: center;width: 87px"" valign=""middle"">
<p class=""HStyle21"">200만원<span class=""hnc_page_break""> </span>
</td>
<td style=""width: 300px"" valign=""middle"">
<p class=""HStyle21""><span style=""font-size: 10pt"">가. 문화⋅예술 특기생<span class=""hnc_page_break""> </span></span>
<p class=""HStyle21""><span style=""font-size: 10pt""> -최근 2년 이내 전국 4년제 대학교 주최 <span class=""hnc_page_break""> </span></span><span style=""font-size: 10pt"">전국규모</span>
<p class=""HStyle21""><span style=""font-size: 10pt""> 실기대회 3위 이내 입상자<span class=""hnc_page_break""> </span></span>
<p class=""HStyle21""><span style=""font-size: 10pt""> -언론사 및 관련 협회 주최(주관) <span class=""hnc_page_break""> </span></span><span style=""font-size: 10pt"">전국규모</span>
<p class=""HStyle21""><span style=""font-size: 10pt""> 실기대회에서 3위 이내 </span><span style=""font-size: 10pt"">입상자</span>
<p class=""HStyle21""><span style=""font-size: 10pt""> (단 미술분야 공모전 입상실적은 </span><span style=""font-size: 10pt"">제외)<span class=""hnc_page_break""> </span></span>
<p class=""HStyle21""><span style=""font-size: 10pt"">나. 기능특기생<span class=""hnc_page_break""> </span></span>
<p class=""HStyle21""><span style=""font-size: 10pt""> -최근 2년 이내 도 단위 이상 규모의 기</span><span style=""font-size: 10pt"">관에서</span>
<p class=""HStyle21""><span style=""font-size: 10pt""> 주관한 전국대회 또는 도 대회 </span><span style=""font-size: 10pt"">3위 이내 입상자<span class=""hnc_page_break""> </span></span>
</td>
<td style=""width: 312px"" valign=""middle"">
<p class=""HStyle21""><span style=""font-size: 10pt"">-입상실적+</span><span style=""font-size: 10pt"">한국장학재단 </span><span style=""font-size: 10pt"">학자금 지원구간<span class=""hnc_page_break""> </span></span>
<p class=""HStyle21""><span style=""font-size: 10pt""> (소득구간)+가산점<span class=""hnc_page_break""> </span></span>
<p class=""HStyle21""><span style=""font-size: 10pt""> *3위 이내 성적이란 </span><span style=""font-size: 10pt"">시상 명칭에도<span class=""hnc_page_break""> </span></span><span style=""font-size: 10pt"">불구하고 </span>
<p class=""HStyle21""><span style=""font-size: 10pt"">사회통념상 인식되는 </span><span style=""font-size: 10pt"">순위<span class=""hnc_page_break""> </span></span>
<p class=""HStyle21""><span style=""font-size: 10pt""> (예: 대상, 금상, 은상, </span><span style=""font-size: 10pt"">동상인 경우 인원 </span><span style=""font-size: 10pt"">관계없이</span>
<p class=""HStyle21""><span style=""font-size: 10pt""> 은상이 </span><span style=""font-size: 10pt"">3위임)<span class=""hnc_page_break""> </span></span>
</td>
</tr>
<tr>
<td style=""text-align: center;width: 83px"" valign=""middle"">
<p class=""HStyle21"">곰두리
</td>
<td style=""text-align: center;width: 92px"" valign=""middle"">
<p class=""HStyle21"">5명<span class=""hnc_page_break""> </span>
</td>
<td style=""text-align: center;width: 87px"" valign=""middle"">
<p class=""HStyle21"">200만원<span class=""hnc_page_break""> </span>
</td>
<td style=""width: 300px"" valign=""middle"">
<p class=""HStyle21""><span style=""font-size: 10pt"">-본인의 장애정도가 심한 학생<span class=""hnc_page_break""> </span></span>
</td>
<td style=""width: 312px"" valign=""middle"">
<p class=""HStyle21""><span style=""font-size: 10pt"">한국장학재단 학자금 지원구간 100%+가산점<span class=""hnc_page_break""> </span></span>
</td>
</tr>
</tbody>
</table>
<p class=""HStyle0""><span class=""hnc_page_break""> </span>
<p class=""HStyle21""><span class=""hnc_page_break""> </span>
<p class=""HStyle21""><strong>3. 신청기간 및 방법 <span class=""hnc_page_break""> </span></strong>
<p class=""HStyle21""> 가. 신청기간:<span style=""color: #ff0000""><strong> 2020.08.25(화) 09:00 ~ 2020.09.18.(금) 18:00까지<span class=""hnc_page_break""> </span></strong></span>
<p class=""HStyle21""> 나. 신청방법: <span style=""color: #0000ff""><strong>온라인 신청(직접서류 제출 불가)<span class=""hnc_page_break""> </span></strong></span>
<p class=""HStyle21""> – 재단홈페이지 : <a href=""http://www.phsjhh.org/"" rel=""noopener noreferrer"" target=""_self"">http://www.phsjhh.org/</a><span class=""hnc_page_break""> </span>
<p class=""HStyle21""><span class=""hnc_page_break""> </span>
<p class=""HStyle21""><strong>4. 지원 제외<span class=""hnc_page_break""> </span></strong>
<p class=""HStyle21""> 가. 공고일 현재 휴학 및 퇴학 등 징계 처분을 받은 자 <span class=""hnc_page_break""> </span>
<p class=""HStyle21""> 나. 부모가 직장으로부터 학비(등록금 전액)를 지원 받는 경우<span class=""hnc_page_break""> </span>
<p class=""HStyle21""> 다. 2학기 등록금 전액 면제자 및 본인 부담금 50만원 미만인 자<span class=""hnc_page_break""> </span>
<p class=""HStyle21""> 라. 서울 포항학사 입사생<span class=""hnc_page_break""> </span>
<p class=""HStyle21""> 마. 학점은행제, 원격대학, 직업학교 재학생<span class=""hnc_page_break""> </span>
<p class=""HStyle21""><span class=""hnc_page_break""> </span>
<p class=""HStyle21""><strong>5. 제출서류</strong>: 붙임의 공고문 참조<span class=""hnc_page_break""> </span>
<p class=""HStyle21""><span class=""hnc_page_break""> </span>
<p class=""HStyle21""><strong>6. 기타 문의사항</strong>: Tel. 054-270-5757, 054-270-5758<span class=""hnc_page_break""> </span>
<p class=""HStyle21""> (평일 근무시간 09:00~18:00 / 점심시간: 12:00~13:00 제외, 공휴일 제외)<span class=""hnc_page_break""> </span>
<p class=""HStyle21""><span style=""color: #ff0000""><strong><span class=""hnc_page_break""> </span></strong></span>
<p class=""HStyle22""><span style=""color: #ff0000""><strong>※   지원 전 반드시 붙임의 공고문과 재단 홈페이지 공지사항 확인바랍니다.<span class=""hnc_page_break""> </span></strong></span>
<p class=""HStyle21""><span style=""color: #ff0000""><strong><span class=""hnc_page_break""> </span></strong></span>
<p class=""HStyle21""><span class=""hnc_page_break""> </span>
<p class=""HStyle21"">붙 임: 장학생 선발 공고문 1부.  끝. <span class=""hnc_page_break""> </span>
<ul class=""download-list mt-5"">
<li>
<a download="""" href=""/download.php?data=1iZBAEYP01G24N2v6wVl9s5jGa0smQ8%2B8HVba1YhOwKiKp0Ym%2FP%2FpR0dBOZOTbHzSpK7YU7Hn9%2BMA96X1Hjg7ASJfTjUInGp%2F7GEeiIRLeNjac3OeJ%2FzFG%2BGXNDGLFSNtYYXUPdc7zDcTni5vj%2F%2F5FndE7voPKyQE%2BiW1Ygq75S7eIms9jWIdH6JOe4Rk6A%2Bd8%2FL9%2FcX0ufAw9cdj%2BQrZ7MJrW6pD9iLfoESI6Krl9uwRBXDJkZbYeg7UrTTZNvbVGnUVhWzn2EWp7%2BfaW65uQliC3ShfVu3y0BFnjyZcdQ%3D"" target=""_blank"">
<span><i class=""icon-ssu icon-ssu-icon-28""></i> 2020년도-대학교-장학생-선발-계획-공고문포항시-최종.pdf</span>
<i class=""icon-ssu icon-ssu-icon-29""></i>
</a>
</li>
</ul>
</div"
30,2020년 (재)충청남도인재육성재단 학자금대출 이자지원 장학생 선발 안내, 2020년 9월 3일,장학팀,"
<p class=""HStyle0""><strong>1. 지원내용<span class=""hnc_page_break""> </span></strong>
<p class=""HStyle0""> 가. 한국장학재단으로부터 2017년도 이후 실행한 [일반·취업 후 상환] 학자금대출(등록금·생활비) 중 <span class=""hnc_page_break""> </span>
<p class=""HStyle0"">     소득분위(대출시점) 8분위 이하에 해당하는 2020년도 1월~6월 간 발생한 대출이자 전액<span class=""hnc_page_break""> </span>
<p class=""HStyle0""> 나. 2020년도 1학기(1~6월) 동안 발생한 이자금액 만큼 원리금 상환 처리<span class=""hnc_page_break""> </span>
<p class=""HStyle0""> ※개인계좌로 입금되지 않고 한국장학재단을 통해 해당자의 원리금 차감<span class=""hnc_page_break""> </span>
<p class=""HStyle0""><span class=""hnc_page_break""> </span>
<p class=""HStyle0""><strong>2. 신청자격<span class=""hnc_page_break""> </span></strong>
<p class=""HStyle0""> 가. 공고일(2020.09.03.) 기준 본인 또는 부모가 충청남도에 1년 이상 계속해서 주소지를 두며<span class=""hnc_page_break""> </span>
<p class=""HStyle0""> 나. 2017년도 이후에 한국장학재단으로부터 [일반·취업 후 상환] 학자금 대출 (등록금·생활비)을 받은<span class=""hnc_page_break""> </span>
<p class=""HStyle0"">     대학생 또는 2018.08.01. 이후 졸업생<span class=""hnc_page_break""> </span>
<p class=""HStyle0""><span class=""hnc_page_break""> </span>
<p class=""HStyle0""><strong>3. 신청제외 대상자</strong>: 타기관 및 지자체의 동일사업 수혜자<span class=""hnc_page_break""> </span>
<p class=""HStyle0""> ※중복 이자지원은 불가하며 중복지원 사실 확인 시 지원액 환수 조치<span class=""hnc_page_break""> </span>
<p class=""HStyle0""><span class=""hnc_page_break""> </span>
<p class=""HStyle0""><strong>4. 신청기간 및 방법<span class=""hnc_page_break""> </span></strong>
<p class=""HStyle0""> 가. 신청기간:<span style=""color: #ff0000""><strong> 2020.10.05.(월) ~ 10.21.(수) 18:00마감<span class=""hnc_page_break""> </span></strong></span>
<p class=""HStyle0""> 나. 신청방법: <span style=""color: #0000ff""><strong>서류 구비 후 온라인 신청</strong></span>(<a href=""http://www.cninjae.or.kr"" rel=""noopener noreferrer"" target=""_self"">http://www.cninjae.or.kr</a>) <span class=""hnc_page_break""> </span>
<p class=""HStyle0""><span class=""hnc_page_break""> </span>
<p class=""HStyle0""><strong>5. 구비서류</strong>: 붙임의 공고문 참조<span class=""hnc_page_break""> </span>
<p class=""HStyle0""><span class=""hnc_page_break""> </span>
<p class=""HStyle0""><strong>6. 기타 문의사항<span class=""hnc_page_break""> </span></strong>
<p class=""HStyle0""> 가. 충청남도인재육성재단 인재육성팀(Tel. 041-635-9808)<span class=""hnc_page_break""> </span>
<p class=""HStyle0""> 나. 홈페이지(<a href=""http://www.cninjae.or.kr"" rel=""noopener noreferrer"" target=""_self"">www.cninjae.or.kr</a>)<span class=""hnc_page_break""> </span>
<p class=""HStyle0""> 다. 주소: 충청남도 홍성군 홍북읍 상하천로 58 6층<span class=""hnc_page_break""> </span>
<p class=""HStyle0""><span class=""hnc_page_break""> </span>
<p class=""HStyle0""><strong><span style=""color: #ff0000"">※지원 전 반드시 붙임의 공고문과 재단 홈페이지 공지사항 확인바랍니다.<span class=""hnc_page_break""> </span></span></strong>
<p class=""HStyle0""><strong><span class=""hnc_page_break"" style=""color: #ff0000""> </span></strong>
<p class=""HStyle0"">붙 임: 장학생 선발 공고문 1부.  끝. <span class=""hnc_page_break""> </span>
<ul class=""download-list mt-5"">
<li>
<a download="""" href=""/download.php?data=1iZBAEYP01G24N2v6wVl9s5jGa0smQ8%2B8HVba1YhOwKiKp0Ym%2FP%2FpR0dBOZOTbHzSpK7YU7Hn9%2BMA96X1Hjg7PQPZOBqlntBZAcwEUkPdDTAowpi6AJAV6HW3Uqkt7QsXZ74HacvpsaLL1iR0vJHjyrpBwzetGqnViYSJTf9BIUrAJbNJw5M60RKobFkSUJy9Lk5PUhDysd8Cyh8BnqSuPQjrXYuxwyJ5dXo1PJ6OmT2vXx0G4cCWZNH5tYl8Tz7SB5u%2FggUKxtuMzy49j9k1WmCIwUoUy%2BrE42wlpEzQtk%3D"" target=""_blank"">
<span><i class=""icon-ssu icon-ssu-icon-28""></i> 2020년도-학자금대출-이자지원-장학생-선발-공고-1.pdf</span>
<i class=""icon-ssu icon-ssu-icon-29""></i>
</a>
</li>
</ul>
</div"
31,20-2학기 교수와 함께하는 독서토론세미나 참가학생 모집, 2020년 9월 2일,중앙도서관,"
<img data-code=""w+3j0ttOT1dZ0/2hb5PYPg=="" data-idx=""56389"" src=""https://fun.ssu.ac.kr/attachment/view/56389/%EB%8F%85%EC%84%9C%ED%86%A0%EB%A1%A0_%ED%8F%AC%EC%8A%A4%ED%84%B0_%EC%88%98%EC%A0%951%EC%B0%A8_1.jpg""/>
▶  모집기간  : <strong> </strong><strong>~ 9.11(금)</strong>
* 필요 시 모집기간 연장 예정
▶  지원방법  :
1) <strong>Fun시스템에서 ‘독서토론세미나’ 검색 <a href=""https://fun.ssu.ac.kr/ko/program/all/view/1557/description"">(참가신청 링크)</a></strong>
2) <strong>‘프로그램 안내자료’</strong>를 확인하고 본인이 원하는 세미나에 지원
3) 1,2,3 지망까지 신중하게 선택 후 신청
* 여석이 있는 세미나만 신청 가능(세미나 당 평균 8명 배정)
▶  사전설명회 : 안내자료로 설명회 대체(9/1일 첨부 예정)
▶ 세미나 배정 발표
<strong>  1차 : 9/11(금) 오후 6시(개별 알림 발송 예정)</strong>
<strong> 2차 : (모집 인원 미달성 세미나) 첫 모임 전까지 추가모집 및 수시 배정(개별 안내)</strong>
 
▶  세미나 별 O.T 안내
<strong>   – 1차 배정 후 오픈채팅 단톡방 생성(교수님 포함 / 초대 링크 문자발송 예정)</strong>
<strong> </strong><strong>  – 세미나 별 O.T를 통해 향후 진행 일정과 독서 시작</strong>
<strong>   – 비공개 세미나의 경우 별도 O.T 없이 바로 1차모임 진행 가능</strong>
 
▶ 첫 모임 도서 배포 방식안내
<strong>  – 도서관 방문 후 도서 개별수령 (9/14) 가능</strong>
<strong>  </strong><strong>– 방문 수령 불가 시 주소지로 우편발송 예정</strong>
<strong>  </strong>
▶  프로그램 소개 : 하단 첨부 파일 확인
 
▶  문의처 : 중앙도서관 독서인재프로그램 담당자(mjh@ssu.ac.kr)
카톡 플러스친구 <strong>“독서토론세미나”</strong> 검색 후 친구 추가 <a href=""https://pf.kakao.com/_puhGT"">(바로가기)</a>
<ul class=""download-list mt-5"">
<li>
<a download="""" href=""/download.php?data=1iZBAEYP01G24N2v6wVl9s5jGa0smQ8%2B8HVba1YhOwKiKp0Ym%2FP%2FpR0dBOZOTbHzSpK7YU7Hn9%2BMA96X1Hjg7B4jBGpLr2BrmA3AO%2BDiu7FGr1oQODvQnGDL1LTMufgWiHW0trdRG8mZr7n%2FTvOhuAP17ydUL1kfOjoU0R%2FoibGOFt9T8q3qOjNx3D7stxqfFBzvuOuzRGNFruOeo1WVJOFsxlCRAkiZBhCu6%2F9POYnNBK2VBoUOr%2BmaTogcrGiZpEv7pKzPn%2F%2BIneVQnmMsnw%3D%3D"" target=""_blank"">
<span><i class=""icon-ssu icon-ssu-icon-28""></i> 2020-2-독서토론세미나-프로그램-안내수정3.pdf</span>
<i class=""icon-ssu icon-ssu-icon-29""></i>
</a>
</li>
</ul>
</div"
32,AI SSU 통합 경진대회 2020, 2020년 9월 2일,웹마스터,"
<span style=""font-family: arial, helvetica, sans-serif;"">숭실대학교 창업지원단, 산학협력단, 스파르탄SW교육원에서는 본교 <b>통합</b> <b>창업</b><b>·</b><b>발명경진대회인 </b><b>󰡔</b><b>AI SSU </b><b>통합 경진대회 </b><b>2020</b><b>󰡕 </b><b>참가자</b><b>(</b><b>팀</b><b>) </b><b>모집</b>을 </span>
<span style=""font-family: arial, helvetica, sans-serif;"">다음과 같이 공고하오니 (예비)창업자들의 많은 참여 바랍니다.</span>
 
<span style=""font-family: arial, helvetica, sans-serif;""><b>□ </b><b>시상규모</b><b>:</b> <b>총 </b><b>24</b><b>개</b><b>팀 </b><b>(</b><b>총상금 </b><b>3,300</b><b>만원</b> <b>규모</b><b>) </b></span>
<table border=""1"">
<tbody>
<tr>
<td rowspan=""2""><span style=""font-family: arial, helvetica, sans-serif;""><b>분야</b></span></td></tr></tbody></table></div"
33,제 73회 TOPIK 단체 접수 안내 (숭실대 고사장) (09.08 선착순 마감 됨), 2020년 9월 2일,국제팀,"
<h2 style=""text-align: center;color: #222222;text-transform: none;line-height: 1.45;text-indent: 0px;letter-spacing: -0.5px;font-family: Roboto, 'Noto Sans KR', sans-serif;font-size: 1.87rem;font-style: normal;font-weight: 500;margin-top: 0px;margin-bottom: 0.5rem;background-color: #ffffff""><span style=""color: #000000""><strong>제 73회 TOPIK 단체 접수 안내 (숭실대 고사장)</strong></span></h2>
<strong><span style=""color: #ff0000""> * 09.08(화) 기준으로, 선착순 140명 신청 마감되었습니다.</span></strong>
</div"
34,2020-2학기 타 대학 K-MOOC 강좌 학점인정 안내, 2020년 9월 1일,학사팀,"
<img alt="""" class=""alignnone size-full wp-image-26198"" height=""1403"" sizes=""(max-width: 992px) 100vw, 992px"" src=""https://scatch.ssu.ac.kr/wp-content/uploads/sites/5/2020/09/타대학K-MOOC강좌학점인정안내_2008_공지문.jpg"" srcset=""https://scatch.ssu.ac.kr/wp-content/uploads/sites/5/2020/09/타대학K-MOOC강좌학점인정안내_2008_공지문.jpg 992w, https://scatch.ssu.ac.kr/wp-content/uploads/sites/5/2020/09/타대학K-MOOC강좌학점인정안내_2008_공지문-212x300.jpg 212w, https://scatch.ssu.ac.kr/wp-content/uploads/sites/5/2020/09/타대학K-MOOC강좌학점인정안내_2008_공지문-768x1086.jpg 768w, https://scatch.ssu.ac.kr/wp-content/uploads/sites/5/2020/09/타대학K-MOOC강좌학점인정안내_2008_공지문-724x1024.jpg 724w"" width=""992""/>
<ul class=""download-list mt-5"">
<li>
<a download="""" href=""/download.php?data=1iZBAEYP01G24N2v6wVl9s5jGa0smQ8%2B8HVba1YhOwKiKp0Ym%2FP%2FpR0dBOZOTbHzSpK7YU7Hn9%2BMA96X1Hjg7DnEMH5Uwr734vTN6ges%2F0DLg0CkkG29ED2vEQNeGjm2%2Bh5Q7Tay9bQgAmjISM3cx5U07liXUBHNP1eRliG5z9wzX1FlmLjOsPVrRFXU0WlYnCYSNB6hpgBas1whbdhZhL731k9x2IiBb0kL%2FY6bXP8%3D"" target=""_blank"">
<span><i class=""icon-ssu icon-ssu-icon-28""></i> 타-대학-K-MOOC-학점인정-신청양식.hwp</span>
<i class=""icon-ssu icon-ssu-icon-29""></i>
</a>
</li>
<li>
<a download="""" href=""/download.php?data=1iZBAEYP01G24N2v6wVl9s5jGa0smQ8%2B8HVba1YhOwKiKp0Ym%2FP%2FpR0dBOZOTbHzSpK7YU7Hn9%2BMA96X1Hjg7CF%2FfndbCr3Yu0WkoSVveFKCtEFn9McM9n6nBG0MStFVTotf%2Fqb38yMLQOWTK4biNcOE8FMcg3KdlNTCsZbanCXTsBl6KVFmsu1CLHEAW1CiDrjc89NPkjsz6eKQdAh8PwcVmbbN8ofyLo2bL43rEP%2B5oUgHGh8Wcm0VBOYBqlzZ"" target=""_blank"">
<span><i class=""icon-ssu icon-ssu-icon-28""></i> 타대학K-MOOC강좌학점인정안내_2008_공지문.hwp</span>
<i class=""icon-ssu icon-ssu-icon-29""></i>
</a>
</li>
</ul>
</div"
35,[경영대학] 벤처중소기업학과 교육연구조교B 모집, 2020년 9월 1일,경영대학 교학팀,"
"
36,장애학생 교육활동 지원 속기사 모집 안내, 2020년 9월 1일,사회공헌팀,"
"
37,"숭실대학교 계약직 직원 모집(AI모빌리티사업단, ~9/12)", 2020년 8월 31일,총무·인사팀,"
본교 AI모빌리티사업단(AI모빌리티교육팀)에서 다음과 같이 계약직 직원을 모집합니다.
<table border=""1"" style=""height: 246px"" width=""979"">
<tbody>
<tr>
<td style=""width: 168.36px;text-align: center"">부서명</td></tr></tbody></table></div"
38,베어드봉사단 11기 신입단원 모집, 2020년 8월 31일,사회공헌팀,"
"
39,2020학년도 2학기 All-In-One 과정 「랜선은 토익을 싣고」, 2020년 8월 31일,글로벌미래교육원,"
 
<b>   </b><b>2020</b><b>학년도 </b><b>2</b><b>학기 </b><b>All-In-One </b><b>과정 </b><b>「</b><b>랜선</b><b>은 </b><b>토익</b><b>을 싣고</b><b>」</b>
<img alt="""" class=""alignleft wp-image-26145"" height=""566"" sizes=""(max-width: 400px) 100vw, 400px"" src=""https://scatch.ssu.ac.kr/wp-content/uploads/sites/5/2020/08/03.-공지사항_포스터_토익-212x300.png"" srcset=""https://scatch.ssu.ac.kr/wp-content/uploads/sites/5/2020/08/03.-공지사항_포스터_토익-212x300.png 212w, https://scatch.ssu.ac.kr/wp-content/uploads/sites/5/2020/08/03.-공지사항_포스터_토익-768x1086.png 768w, https://scatch.ssu.ac.kr/wp-content/uploads/sites/5/2020/08/03.-공지사항_포스터_토익-724x1024.png 724w, https://scatch.ssu.ac.kr/wp-content/uploads/sites/5/2020/08/03.-공지사항_포스터_토익-1568x2218.png 1568w, https://scatch.ssu.ac.kr/wp-content/uploads/sites/5/2020/08/03.-공지사항_포스터_토익.png 1587w"" width=""400""/>
<ol>
<li>교육기간: 2020년 9월 14일(월) ~ 11월 13일(금), 총 8주</li>
</ol>
※ 상기 교육기간 내 정규 토익 시험 대비한 금요 랜선 특강 3회 실시함.
※ 10월 19일(월)부터 10월 23일(금)까지 수업 없으며, 변경 시 개별 안내 예정임.
※ 수강신청인원이 강의개설 최소인원 미만인 경우, 폐강될 수 있음.
<ol start=""2"">
<li>강의구성</li>
</ol>
– 수업일 _ 월, 수, 금 / 수업시간 _ 18:00–19:00 / 수업구성 _ LC 1회 + RC 2회
– 정규 토익 시험 대비한 금요 랜선 특강 [9월 25일, 10월 23일, 11월 20일]
<ol start=""3"">
<li>과정특징</li>
</ol>
– 줌(Zoom)을 활용한 토익전문 강사님의 실시간 쌍방향 화상수업
– 매월 정규 토익 시험 대비한 온라인 모의 토익 시험 및 해설 강의 (총 3회 실시)
– 학생별 담당 선생님 배정하여 정기상담 및 학습관리
<ol start=""4"">
<li>장학혜택: 출석 장학금 5만 원 지급</li>
</ol>
– 지각없이 출석률 100%
– 온라인 모의 토익 시험 3회 참여
– 수강 후기 제출 (과정 종료 후 해당자 개별 안내 예정임.)
※ 상기 모든 조건 충족 시, 출석 장학금 지급함.
<ol start=""5"">
<li>등록방법</li>
</ol>
– 신청기간: 2020년 8월 31일(월) ~ 선착순 마감
– 접수방법: 온라인 신청(회원가입 후 수강신청) _ 홈페이지 <a href=""http://educamp.ssu.ac.kr/"">http://educamp.ssu.ac.kr</a>
– 문의 및 상담: 02-828-7381 / 「국제인양성과정&amp;올인원」 (카카오톡채널)
 
<strong><span style=""font-size: 14pt"">                            숭실대학교 글로벌미래교육원</span></strong>
<ul class=""download-list mt-5"">
<li>
<a download="""" href=""/download.php?data=1iZBAEYP01G24N2v6wVl9s5jGa0smQ8%2B8HVba1YhOwKiKp0Ym%2FP%2FpR0dBOZOTbHzSpK7YU7Hn9%2BMA96X1Hjg7GbBjJbQZD1lCneiefEAgpgZOd7NxKOTNF9sGMRiukt9jM0ryhh3%2BuCRz%2B1kQ%2FgYKegbFvUFHjrF53FSi3G543%2FeriKnNKMKMsjSXUrLGuAHmJm5b6bof0vmhWJIAw8Log%3D%3D"" target=""_blank"">
<span><i class=""icon-ssu icon-ssu-icon-28""></i> 03.-공지사항_포스터_토익.png</span>
<i class=""icon-ssu icon-ssu-icon-29""></i>
</a>
</li>
</ul>
</div"
